Species,Shape,Height,Diameter1,Diameter2
Pinus sylvestris,2,17,0.438,0.427
Quercus robur,2,16.5,0.474,0.485
Pinus sylvestris,2,15,0.476,0.465
Pinus sylvestris,2,16,0.368,0.389
Pinus sylvestris,2,16,0.436,0.423
Pinus sylvestris,2,16,0.5,0.52
Quercus robur,2,24,0.444,0.455
Quercus robur,3,8.5,0.091,0.093
Quercus faginea,2,15,0.285,0.296
Quercus faginea,2,15,0.26,0.275
Quercus faginea,2,14,0.256,0.272
Quercus petraea,5,21,0.337,0.274
Pinus sylvestris,2,26.5,0.491,0.485
Pinus sylvestris,2,25.5,0.459,0.46
Pinus sylvestris,2,26,0.532,0.536
Pinus sylvestris,2,15,0.238,0.23
Pinus sylvestris,2,17,0.226,0.236
Pinus sylvestris,2,17,0.34,0.319
Quercus petraea,2,16,0.245,0.224
Pinus sylvestris,2,13,0.265,0.265
Quercus robur,2,14,0.172,0.162
Quercus petraea,2,25.5,0.486,0.478
Quercus petraea,2,19,0.44,0.465
Quercus petraea,2,19,0.388,0.389
Populus tremula,2,17,0.127,0.121
Populus tremula,2,20,0.174,0.159
Populus tremula,2,21,0.261,0.255
Populus tremula,2,14,0.083,0.086
Populus tremula,2,16,0.107,0.1
Quercus petraea,2,22,0.359,0.333
Pinus sylvestris,2,7,0.206,0.202
Quercus faginea,3,4.5,0.141,0.127
Quercus faginea,4,10,0.497,0.472
Quercus faginea,4,9.5,0.432,0.415
Quercus faginea,4,9.5,0.533,0.509
Quercus faginea,2,9,0.234,0.232
Quercus faginea,3,4,0.101,0.122
Quercus faginea,4,8,0.22,0.239
Pinus nigra,2,7,0.125,0.126
Pinus sylvestris,2,9.5,0.294,0.277
Pinus sylvestris,2,15,0.254,0.247
Pinus nigra,2,21,0.577,0.603
Pinus nigra,2,20,0.469,0.473
Pinus nigra,2,19,0.307,0.313
Fagus sylvatica,3,10.5,0.131,0.133
Pinus sylvestris,2,24,0.394,0.411
Pinus sylvestris,2,19,0.296,0.288
Pinus sylvestris,2,18,0.264,0.272
Pinus sylvestris,2,20,0.332,0.306
Pinus sylvestris,2,20,0.263,0.283
Pinus sylvestris,2,20,0.304,0.32
Pinus sylvestris,2,21.5,0.327,0.34
Pinus sylvestris,2,20,0.267,0.276
Pinus sylvestris,2,24.5,0.43,0.421
Pinus nigra,2,18,0.23,0.239
Pinus nigra,2,18.5,0.255,0.269
Pinus sylvestris,2,19.5,0.346,0.33
Pinus nigra,2,18.5,0.289,0.297
Pinus sylvestris,2,19.5,0.268,0.277
Pinus nigra,2,19,0.326,0.313
Pinus nigra,2,19,0.285,0.296
Pinus nigra,2,20.5,0.394,0.355
Pinus sylvestris,2,20.5,0.314,0.289
Pinus sylvestris,2,18,0.389,0.392
Pinus nigra,2,18.5,0.263,0.289
Pinus nigra,2,19,0.387,0.376
Pinus nigra,2,18,0.243,0.249
Pinus nigra,2,18.5,0.305,0.307
Pinus nigra,2,19,0.302,0.312
Pinus sylvestris,2,18,0.306,0.309
Pinus sylvestris,2,18,0.307,0.312
Pinus nigra,2,18.5,0.312,0.331
Pinus nigra,2,19,0.345,0.335
Pinus nigra,2,19.5,0.389,0.396
Pinus radiata,2,11,0.245,0.262
Pinus radiata,2,9.5,0.161,0.16
Pinus radiata,2,12.5,0.251,0.256
Pinus radiata,2,12.5,0.246,0.258
Pinus radiata,2,13,0.26,0.263
Pinus radiata,5,8,0.18,0.148
Pinus radiata,5,9,0.166,0.144
Salix spp.,5,9,0.138,0.124
Pinus sylvestris,2,8,0.258,0.226
Pinus sylvestris,5,9,0.171,0.163
Pinus sylvestris,2,12,0.323,0.322
Salix spp.,5,8,0.102,0.122
Salix spp.,5,7.5,0.079,0.076
Pinus sylvestris,2,14,0.224,0.233
Pinus sylvestris,2,14,0.297,0.291
Pinus sylvestris,5,12,0.152,0.14
Pinus sylvestris,2,14,0.232,0.253
Quercus pyrenaica,5,14,0.205,0.195
Salix spp.,5,9,0.141,0.135
Salix spp.,5,9,0.107,0.086
Quercus pyrenaica,2,9,0.147,0.134
Quercus pyrenaica,5,8.5,0.168,0.133
Quercus pyrenaica,5,8,0.146,0.136
Pinus sylvestris,2,21,0.374,0.369
Pinus sylvestris,2,21,0.314,0.312
Pinus sylvestris,2,19,0.302,0.298
Pinus sylvestris,2,20,0.327,0.334
Pinus sylvestris,5,7,0.145,0.142
Quercus robur,2,20.5,0.195,0.215
Pinus sylvestris,2,20,0.275,0.274
Pinus radiata,1,35,0.61,0.61
Pinus radiata,1,35,0.561,0.55
Pinus radiata,1,32,0.482,0.48
Pinus radiata,2,31,0.42,0.459
Pinus radiata,1,35,0.557,0.538
Pinus radiata,1,31.5,0.49,0.533
Pinus sylvestris,2,20,0.312,0.3
Pinus sylvestris,2,24,0.395,0.395
Pinus radiata,2,26,0.428,0.423
Pinus sylvestris,2,20,0.35,0.341
Pinus sylvestris,2,20,0.216,0.202
Pinus sylvestris,2,21,0.279,0.256
Pinus sylvestris,2,20,0.248,0.248
Pinus sylvestris,2,20,0.312,0.304
Pinus sylvestris,2,21,0.324,0.315
Pinus sylvestris,2,21,0.285,0.273
Pinus sylvestris,2,20,0.246,0.227
Pinus sylvestris,2,20,0.327,0.305
Pinus sylvestris,2,21,0.34,0.329
Pinus sylvestris,2,22,0.37,0.392
Pinus sylvestris,2,21,0.275,0.284
Pinus sylvestris,2,20,0.23,0.242
Pinus sylvestris,2,20,0.266,0.291
Pinus sylvestris,2,21,0.287,0.282
Pinus sylvestris,2,21,0.354,0.354
Quercus robur,2,18,0.254,0.255
Castanea sativa,2,19,0.245,0.224
Castanea sativa,2,18.5,0.228,0.227
Acer campestre,4,10,0.136,0.145
Quercus robur,2,21,0.46,0.455
Acer campestre,3,8,0.087,0.086
Quercus robur,2,25,0.473,0.465
Quercus robur,2,27.5,0.607,0.552
Acer campestre,3,8,0.097,0.102
Quercus robur,2,16.5,0.256,0.271
Acer campestre,3,8.5,0.082,0.075
Quercus robur,2,23,0.5,0.454
Quercus robur,2,20,0.349,0.338
Quercus robur,2,18.5,0.31,0.316
Quercus robur,2,18.5,0.352,0.33
Quercus robur,2,21,0.299,0.302
Quercus robur,2,21,0.34,0.321
Quercus robur,2,22,0.397,0.402
Quercus robur,5,22.5,0.56,0.459
Quercus robur,5,22.5,0.524,0.572
Quercus robur,2,25.5,0.461,0.427
Acer campestre,3,12,0.086,0.084
Salix spp.,2,14,0.185,0.19
Salix spp.,5,14,0.188,0.149
Salix spp.,5,14,0.134,0.149
Salix spp.,5,14,0.158,0.148
Salix spp.,5,13,0.143,0.137
Salix spp.,5,13.5,0.133,0.154
Salix spp.,5,14,0.158,0.137
Salix spp.,5,14.5,0.168,0.127
Salix spp.,5,14,0.168,0.153
Quercus robur,2,18.5,0.287,0.273
Quercus pyrenaica,4,16,0.292,0.293
Pinus sylvestris,2,15,0.331,0.332
Pinus sylvestris,2,15,0.297,0.304
Pinus sylvestris,2,16,0.421,0.39
Pinus sylvestris,2,16,0.324,0.326
Pinus sylvestris,2,16,0.233,0.233
Pinus sylvestris,2,15,0.253,0.27
Pinus sylvestris,2,16,0.336,0.332
Pinus sylvestris,2,14,0.183,0.166
Pinus sylvestris,2,15.5,0.19,0.197
Pinus sylvestris,2,15,0.201,0.207
Quercus robur,2,10,0.131,0.123
Quercus robur,2,13.5,0.231,0.227
Quercus robur,2,13,0.202,0.19
Fagus sylvatica,2,15,0.333,0.345
Fagus sylvatica,2,14.5,0.314,0.277
Fagus sylvatica,2,13.5,0.222,0.221
Fagus sylvatica,2,14,0.298,0.257
Fagus sylvatica,2,14,0.204,0.194
Quercus robur,2,15,0.338,0.273
Fagus sylvatica,5,9,0.132,0.149
Fagus sylvatica,4,16.5,0.513,0.447
Fagus sylvatica,2,14,0.363,0.365
Fagus sylvatica,2,14,0.326,0.324
Fagus sylvatica,2,15,0.252,0.254
Fagus sylvatica,2,15,0.301,0.296
Fagus sylvatica,5,11,0.253,0.235
Quercus robur,2,15,0.318,0.376
Quercus robur,2,14.5,0.272,0.339
Quercus robur,2,15,0.266,0.28
Fagus sylvatica,4,13,0.269,0.23
Fagus sylvatica,2,15,0.357,0.34
Fagus sylvatica,2,14,0.239,0.226
Fagus sylvatica,2,12,0.174,0.161
Fagus sylvatica,2,14,0.258,0.242
Fagus sylvatica,2,15.5,0.302,0.307
Fagus sylvatica,2,15.5,0.306,0.287
Fagus sylvatica,2,16.5,0.332,0.384
Fagus sylvatica,2,13.5,0.256,0.264
Fagus sylvatica,4,13,0.304,0.29
Fagus sylvatica,2,14,0.233,0.242
Fagus sylvatica,2,14.5,0.28,0.304
Fagus sylvatica,2,16.5,0.454,0.443
Fagus sylvatica,2,16,0.279,0.27
Fagus sylvatica,3,5,0.101,0.092
Fagus sylvatica,2,16.5,0.251,0.28
Quercus robur,2,14.5,0.265,0.263
Quercus robur,2,14,0.345,0.312
Fagus sylvatica,2,14,0.157,0.15
Fagus sylvatica,4,25,0.588,0.49
Fagus sylvatica,2,23,0.423,0.412
Fagus sylvatica,2,31,0.621,0.642
Fagus sylvatica,5,15,0.252,0.295
Fagus sylvatica,2,31,0.47,0.491
Fagus sylvatica,5,22,0.524,0.51
Fagus sylvatica,2,23,0.422,0.464
Fagus sylvatica,2,21,0.302,0.304
Fagus sylvatica,2,20,0.27,0.25
Fagus sylvatica,4,22,0.464,0.48
Fagus sylvatica,5,19,0.639,0.489
Fagus sylvatica,2,19,0.277,0.256
Fagus sylvatica,2,22,0.406,0.386
Fagus sylvatica,2,18,0.275,0.23
Fagus sylvatica,2,26,0.381,0.362
Fagus sylvatica,2,21,0.25,0.254
Fagus sylvatica,2,19,0.314,0.29
Fagus sylvatica,4,18.5,0.329,0.292
Fagus sylvatica,2,19,0.268,0.251
Fagus sylvatica,2,15,0.125,0.137
Fagus sylvatica,4,16,0.37,0.364
Fagus sylvatica,4,18,0.533,0.612
Fagus sylvatica,5,15,0.274,0.26
Fagus sylvatica,2,19,0.541,0.486
Fagus sylvatica,2,17,0.208,0.214
Fagus sylvatica,2,17,0.163,0.137
Fagus sylvatica,2,17,0.36,0.304
Fagus sylvatica,2,18,0.377,0.347
Fagus sylvatica,2,19,0.334,0.3
Fagus sylvatica,2,19,0.268,0.279
Fagus sylvatica,2,19,0.481,0.506
Fagus sylvatica,2,17,0.326,0.314
Fagus sylvatica,2,19,0.437,0.436
Fagus sylvatica,2,24,0.62,0.594
Fagus sylvatica,4,24,0.564,0.485
Pinus nigra,2,11,0.196,0.196
Pinus nigra,2,10.5,0.19,0.186
Pinus nigra,2,9.5,0.159,0.164
Pinus nigra,2,9.5,0.174,0.183
Pinus nigra,2,9.5,0.156,0.152
Pinus nigra,2,8,0.162,0.172
Pinus nigra,2,8,0.147,0.143
Pinus nigra,2,7.5,0.142,0.141
Pinus nigra,2,8,0.142,0.142
Pinus nigra,2,14,0.222,0.217
Pinus nigra,2,11,0.192,0.19
Pinus nigra,2,12,0.159,0.161
Pinus nigra,2,11,0.159,0.162
Pinus nigra,2,11,0.181,0.177
Pinus nigra,2,10,0.187,0.186
Pinus nigra,2,10,0.145,0.147
Pinus nigra,2,7.5,0.125,0.125
Pinus nigra,2,8,0.151,0.152
Pinus nigra,2,10,0.191,0.187
Pinus nigra,2,10,0.144,0.143
Pinus pinaster,2,10,0.194,0.199
Pinus pinaster,2,11,0.244,0.237
Pinus pinaster,2,7,0.162,0.164
Pinus pinaster,2,8,0.194,0.195
Pinus pinaster,2,10,0.175,0.173
Pinus nigra,2,7,0.109,0.107
Pinus pinaster,2,8,0.187,0.192
Pinus radiata,2,17.5,0.383,0.386
Pinus radiata,2,17,0.33,0.362
Pinus radiata,2,18,0.417,0.417
Quercus pyrenaica,5,7,0.099,0.093
Quercus pyrenaica,2,12,0.125,0.135
Pinus radiata,2,20,0.498,0.499
Pinus radiata,2,18,0.37,0.35
Pinus radiata,2,16,0.297,0.304
Pinus radiata,2,12,0.195,0.191
Pinus radiata,2,10,0.297,0.295
Pinus radiata,2,20,0.59,0.61
Quercus pyrenaica,5,9,0.081,0.075
Pinus radiata,2,21,0.397,0.387
Pinus radiata,2,13.5,0.348,0.337
Pinus radiata,2,14.5,0.4,0.364
Pinus radiata,2,18,0.438,0.431
Pinus radiata,2,18.5,0.462,0.474
Quercus pyrenaica,2,9.5,0.148,0.15
Quercus pyrenaica,2,9.5,0.144,0.164
Pinus radiata,2,20,0.43,0.434
Quercus pyrenaica,5,15,0.16,0.179
Quercus pyrenaica,2,16.5,0.171,0.184
Pinus radiata,2,18.5,0.385,0.422
Quercus pyrenaica,2,15.5,0.15,0.151
Quercus pyrenaica,2,13.5,0.18,0.17
Quercus pyrenaica,2,12,0.14,0.139
Fagus sylvatica,5,10,0.089,0.087
Fagus sylvatica,2,9,0.116,0.13
Fagus sylvatica,5,9.5,0.081,0.086
Fagus sylvatica,5,9,0.081,0.082
Fagus sylvatica,5,10,0.13,0.132
Fagus sylvatica,2,10,0.137,0.133
Fagus sylvatica,2,10,0.14,0.121
Quercus robur,5,8,0.1,0.106
Pinus radiata,2,18,0.292,0.313
Pinus radiata,2,25,0.437,0.478
Quercus robur,5,14.5,0.907,0.907
Pinus radiata,2,24,0.397,0.392
Fagus sylvatica,2,20,0.199,0.198
Quercus robur,5,9,0.505,0.49
Pinus radiata,2,25,0.378,0.37
Pinus radiata,2,24,0.428,0.394
Pinus radiata,5,14,0.232,0.206
Pinus radiata,2,22,0.38,0.351
Quercus robur,5,9,0.099,0.111
Pinus radiata,2,16.5,0.214,0.229
Pinus radiata,2,17,0.295,0.308
Quercus robur,5,16,1.162,1.162
Quercus robur,5,9,0.083,0.099
Quercus robur,5,10,0.077,0.081
Pinus radiata,2,23.5,0.368,0.377
Quercus robur,5,10,0.086,0.085
Quercus faginea,5,5.5,0.081,0.081
Quercus faginea,5,6,0.183,0.171
Quercus ilex ,5,5,0.107,0.113
Quercus faginea,5,3.5,0.084,0.079
Quercus faginea,5,8.5,0.154,0.194
Quercus faginea,5,12.5,0.157,0.146
Quercus faginea,4,13,0.177,0.164
Quercus faginea,2,11.5,0.155,0.154
Quercus faginea,5,6.5,0.087,0.087
Quercus faginea,2,13,0.201,0.192
Quercus faginea,5,6.5,0.104,0.104
Quercus faginea,5,12.5,0.099,0.098
Quercus faginea,2,13,0.151,0.162
Quercus faginea,2,13,0.186,0.183
Quercus faginea,5,7.5,0.148,0.142
Quercus faginea,5,6,0.112,0.118
Quercus faginea,5,12.5,0.173,0.147
Quercus faginea,5,13,0.157,0.14
Quercus faginea,5,13,0.14,0.146
Quercus faginea,5,13,0.131,0.126
Quercus faginea,5,9.5,0.157,0.16
Quercus faginea,5,11,0.154,0.156
Quercus faginea,5,11,0.161,0.158
Quercus faginea,5,9,0.088,0.102
Quercus faginea,5,9,0.102,0.091
Quercus ilex ,5,4.5,0.085,0.096
Quercus faginea,5,10.5,0.108,0.115
Quercus faginea,5,10,0.1,0.107
Quercus faginea,5,10.5,0.13,0.132
Quercus faginea,5,10.5,0.127,0.13
Quercus faginea,5,10.5,0.119,0.128
Quercus faginea,5,8,0.125,0.128
Pinus sylvestris,2,7.5,0.095,0.102
Pinus sylvestris,2,10,0.188,0.187
Pinus sylvestris,2,10,0.17,0.168
Pinus sylvestris,2,9.5,0.138,0.154
Pinus sylvestris,2,10,0.173,0.187
Pinus sylvestris,2,10,0.175,0.184
Pinus sylvestris,3,6.5,0.086,0.086
Pinus sylvestris,2,10,0.127,0.125
Pinus sylvestris,2,12,0.183,0.214
Pinus sylvestris,2,8,0.178,0.174
Pinus sylvestris,2,11.5,0.186,0.19
Pinus sylvestris,2,12.5,0.214,0.21
Pinus sylvestris,2,12.5,0.159,0.154
Pinus sylvestris,2,11.5,0.242,0.226
Pinus sylvestris,2,13,0.271,0.263
Acer campestre,5,5.5,0.078,0.087
Pinus sylvestris,2,13.5,0.273,0.297
Acer campestre,2,9,0.317,0.262
Acer campestre,5,10,0.205,0.29
Pinus sylvestris,2,10.5,0.195,0.195
Quercus ilex ,5,5,0.131,0.137
Quercus ilex ,5,3,0.085,0.083
Quercus ilex ,5,5,0.131,0.12
Quercus ilex ,5,4,0.091,0.096
Quercus ilex ,5,5.5,0.099,0.094
Quercus ilex ,5,5,0.077,0.079
Quercus faginea,3,3,0.082,0.086
Quercus faginea,5,3.5,0.141,0.133
Quercus faginea,3,3,0.095,0.085
Quercus faginea,5,10,0.206,0.225
Quercus faginea,2,9.5,0.115,0.14
Quercus faginea,5,9,0.183,0.204
Quercus faginea,2,11.5,0.289,0.306
Quercus faginea,4,10.5,0.244,0.236
Quercus faginea,2,12,0.242,0.23
Quercus faginea,4,9,0.212,0.194
Quercus faginea,5,9,0.133,0.13
Quercus faginea,5,8.5,0.136,0.129
Quercus faginea,2,10,0.23,0.213
Quercus faginea,4,11.5,0.303,0.285
Quercus faginea,2,13.5,0.274,0.291
Quercus faginea,5,12.5,0.261,0.273
Quercus faginea,4,6.5,0.179,0.185
Quercus faginea,3,6,0.119,0.12
Quercus faginea,3,5,0.082,0.081
Quercus faginea,5,6,0.134,0.12
Quercus faginea,5,6,0.144,0.158
Quercus faginea,4,11,0.317,0.287
Quercus faginea,2,11.5,0.218,0.208
Quercus faginea,4,11.5,0.325,0.283
Quercus robur,2,14,0.203,0.204
Quercus robur,2,14,0.255,0.25
Quercus robur,2,12,0.224,0.22
Quercus robur,2,12,0.177,0.201
Quercus robur,5,11.5,0.142,0.15
Quercus robur,2,11.5,0.161,0.157
Quercus robur,2,12,0.252,0.27
Quercus robur,2,11.5,0.131,0.136
Quercus robur,2,11,0.233,0.236
Quercus robur,5,9,0.157,0.146
Quercus robur,2,9.5,0.178,0.193
Quercus robur,2,9.5,0.161,0.182
Quercus robur,2,9,0.127,0.124
Quercus robur,2,8.5,0.154,0.167
Quercus robur,2,10.5,0.185,0.166
Quercus robur,2,10,0.26,0.229
Pinus radiata,2,9,0.142,0.149
Pinus radiata,3,4.5,0.142,0.147
Pinus radiata,2,9,0.144,0.142
Pinus radiata,2,8.5,0.177,0.185
Pinus radiata,2,9,0.141,0.143
Pinus radiata,2,12,0.233,0.236
Pinus radiata,2,11,0.163,0.164
Pinus radiata,2,7,0.181,0.187
Pinus radiata,2,7,0.206,0.212
Pinus radiata,2,10,0.224,0.232
Pinus radiata,2,9,0.174,0.164
Pinus radiata,2,9,0.164,0.162
Pinus radiata,2,10.5,0.234,0.239
Pinus radiata,2,7.5,0.132,0.116
Pinus radiata,2,8,0.179,0.143
Alnus glutinosa,2,15,0.207,0.198
Alnus glutinosa,3,12,0.09,0.087
Alnus glutinosa,2,15,0.142,0.152
Alnus glutinosa,2,15,0.152,0.151
Fraxinus angustifolia,2,13,0.207,0.198
Quercus robur,2,18,0.396,0.35
Fraxinus angustifolia,2,13,0.153,0.141
Alnus glutinosa,2,17,0.476,0.451
Alnus glutinosa,2,16,0.122,0.131
Alnus glutinosa,2,16,0.18,0.173
Alnus glutinosa,2,14,0.175,0.178
Alnus glutinosa,2,14,0.189,0.203
Alnus glutinosa,2,17.5,0.297,0.275
Quercus faginea,5,6,0.232,0.223
Quercus faginea,5,5,0.169,0.147
Quercus ilex ,5,3,0.139,0.124
Quercus faginea,4,12,0.342,0.35
Quercus faginea,4,10,0.307,0.302
Quercus faginea,4,10,0.349,0.352
Quercus faginea,4,9,0.384,0.428
Quercus faginea,4,9,0.402,0.352
Quercus faginea,4,12,0.426,0.515
Acer campestre,3,10,0.104,0.102
Quercus faginea,2,11,0.232,0.223
Acer campestre,2,10,0.101,0.105
Acer campestre,2,10,0.128,0.135
Quercus faginea,2,9,0.157,0.146
Quercus faginea,4,9,0.379,0.34
Quercus faginea,4,10,0.449,0.478
Quercus faginea,4,9,0.299,0.287
Quercus faginea,2,11.5,0.266,0.267
Quercus faginea,2,10,0.192,0.209
Quercus faginea,2,11,0.336,0.321
Quercus faginea,2,15,0.292,0.287
Acer campestre,3,8.5,0.102,0.105
Acer campestre,3,7,0.077,0.074
Quercus faginea,4,12,0.386,0.387
Quercus faginea,4,12,0.52,0.526
Quercus faginea,4,13,0.431,0.41
Ilex aquifolium,3,5.5,0.076,0.082
Quercus robur,4,18,0.643,0.643
Chamaecyparis lawsoniana,2,12,0.166,0.17
Pinus pinaster,2,18,0.4,0.382
Chamaecyparis lawsoniana,2,12,0.201,0.217
Chamaecyparis lawsoniana,2,13,0.234,0.245
Chamaecyparis lawsoniana,2,10,0.126,0.124
Chamaecyparis lawsoniana,2,13,0.256,0.257
Chamaecyparis lawsoniana,2,7,0.12,0.123
Quercus robur,4,17,0.653,0.653
Quercus robur,4,18,0.656,0.656
Quercus robur,4,18,0.958,0.958
Quercus robur,4,18,0.955,0.955
Quercus robur,4,18,0.649,0.649
Ilex aquifolium,3,4,0.114,0.126
Ilex aquifolium,3,4,0.105,0.116
Ilex aquifolium,3,4,0.112,0.12
Ilex aquifolium,3,5,0.095,0.091
Crataegus spp.,5,4.5,0.131,0.126
Ilex aquifolium,3,5,0.115,0.136
Quercus robur,3,6,0.136,0.137
Quercus robur,5,6,0.157,0.134
Quercus robur,5,5,0.133,0.132
Quercus robur,5,5.5,0.088,0.082
Quercus robur,4,6.5,0.25,0.245
Pinus radiata,2,16,0.24,0.229
Pinus radiata,2,15.5,0.236,0.255
Pinus radiata,2,14,0.221,0.218
Pinus radiata,2,14.5,0.252,0.236
Pinus radiata,2,16,0.335,0.33
Pinus radiata,2,13,0.211,0.214
Pinus radiata,2,14.5,0.237,0.24
Pinus radiata,2,14,0.183,0.18
Pinus radiata,2,14,0.231,0.234
Pinus radiata,2,13.5,0.19,0.194
Pinus radiata,2,13,0.2,0.187
Pinus radiata,2,13.5,0.201,0.205
Pinus radiata,2,13,0.242,0.24
Pinus radiata,2,15,0.323,0.312
Pinus radiata,2,13.5,0.176,0.165
Pinus radiata,2,15.5,0.237,0.25
Pinus radiata,2,12,0.263,0.255
Pinus radiata,2,14.5,0.264,0.262
Pinus radiata,2,14,0.239,0.236
Pinus radiata,2,15.5,0.319,0.308
Pinus radiata,2,12.5,0.283,0.285
Pinus radiata,5,6,0.144,0.167
Pinus radiata,2,13,0.32,0.31
Pinus radiata,2,14,0.242,0.256
Pinus radiata,2,13,0.205,0.197
Pinus radiata,2,14,0.233,0.225
Pinus radiata,2,14,0.281,0.291
Pinus radiata,2,13.5,0.256,0.272
Pinus radiata,5,5,0.086,0.09
Pinus radiata,2,16,0.445,0.393
Pinus radiata,3,5,0.098,0.11
Quercus pyrenaica,5,5.5,0.077,0.076
Pinus radiata,2,13,0.199,0.194
Quercus pyrenaica,2,22,0.513,0.506
Quercus robur,2,22,0.514,0.475
Quercus robur,2,23,0.546,0.574
Fagus sylvatica,2,24,0.442,0.44
Fagus sylvatica,4,22,0.691,0.691
Fagus sylvatica,4,24,1.05,1.05
Fagus sylvatica,2,24,0.542,0.538
Fagus sylvatica,4,22,0.684,0.684
Fagus sylvatica,4,22,0.834,0.834
Quercus pyrenaica,2,22,0.615,0.544
Quercus pyrenaica,2,22,0.454,0.44
Fagus sylvatica,2,22,0.451,0.462
Fagus sylvatica,2,22,0.314,0.331
Quercus pyrenaica,2,22,0.324,0.358
Fagus sylvatica,2,22,0.429,0.408
Quercus pyrenaica,2,22,0.44,0.464
Fagus sylvatica,2,24,0.514,0.483
Fagus sylvatica,2,21,0.296,0.315
Quercus pyrenaica,5,20,0.396,0.368
Quercus pyrenaica,5,6,0.369,0.362
Quercus ilex ,5,4,0.137,0.145
Quercus ilex ,5,4.5,0.162,0.122
Quercus ilex ,5,4.5,0.155,0.155
Quercus ilex ,5,4,0.157,0.166
Quercus ilex ,5,4,0.136,0.129
Quercus ilex ,5,4,0.146,0.143
Quercus ilex ,5,5,0.164,0.176
Quercus faginea,4,6,0.338,0.326
Quercus ilex ,5,3.5,0.122,0.143
Quercus ilex ,5,4,0.151,0.152
Quercus ilex ,5,4,0.171,0.152
Quercus ilex ,4,5.5,0.177,0.192
Quercus ilex ,5,5.5,0.155,0.156
Quercus ilex ,5,5,0.249,0.295
Quercus ilex ,5,5,0.122,0.144
Quercus ilex ,5,5,0.167,0.132
Quercus ilex ,5,5,0.127,0.135
Quercus ilex ,3,3,0.105,0.095
Quercus faginea,4,10,0.449,0.445
Quercus faginea,4,8.5,0.483,0.464
Quercus faginea,4,10,0.584,0.569
Quercus faginea,4,8.5,0.504,0.516
Quercus ilex ,5,6,0.266,0.245
Quercus ilex ,5,6,0.142,0.154
Quercus faginea,5,3,0.166,0.171
Quercus faginea,5,4,0.156,0.165
Quercus faginea,5,4,0.165,0.189
Quercus faginea,5,4,0.137,0.122
Quercus ilex ,5,4.5,0.13,0.122
Quercus faginea,5,4,0.147,0.128
Quercus faginea,5,4.5,0.184,0.153
Quercus faginea,5,4,0.128,0.109
Quercus faginea,5,4,0.138,0.126
Quercus faginea,5,5.5,0.243,0.25
Quercus faginea,5,4,0.138,0.138
Quercus faginea,5,4.5,0.189,0.185
Quercus robur,5,15.5,0.458,0.563
Quercus robur,5,15,0.41,0.34
Salix spp.,5,12.5,0.215,0.201
Alnus glutinosa,2,13,0.313,0.252
Alnus glutinosa,2,13,0.326,0.305
Quercus robur,5,9.5,0.294,0.251
Acer campestre,2,9,0.185,0.21
Alnus glutinosa,2,11.5,0.278,0.25
Alnus glutinosa,2,11.5,0.293,0.305
Quercus robur,5,11.5,0.483,0.436
Quercus robur,5,12,0.446,0.49
Quercus faginea,5,4,0.085,0.082
Chamaecyparis lawsoniana,3,6,0.121,0.113
Chamaecyparis lawsoniana,3,4,0.086,0.084
Chamaecyparis lawsoniana,3,3.5,0.085,0.085
Chamaecyparis lawsoniana,2,7,0.158,0.151
Chamaecyparis lawsoniana,2,7,0.139,0.15
Chamaecyparis lawsoniana,2,6.5,0.127,0.128
Chamaecyparis lawsoniana,2,7,0.169,0.157
Chamaecyparis lawsoniana,3,5,0.09,0.092
Chamaecyparis lawsoniana,3,5.5,0.092,0.098
Chamaecyparis lawsoniana,2,8.5,0.201,0.194
Chamaecyparis lawsoniana,3,4,0.077,0.08
Chamaecyparis lawsoniana,3,4,0.081,0.078
Chamaecyparis lawsoniana,2,7,0.142,0.15
Chamaecyparis lawsoniana,2,5,0.101,0.101
Chamaecyparis lawsoniana,2,6.5,0.128,0.131
Chamaecyparis lawsoniana,2,7.5,0.17,0.178
Chamaecyparis lawsoniana,3,4.5,0.117,0.122
Chamaecyparis lawsoniana,3,5,0.103,0.105
Chamaecyparis lawsoniana,2,7,0.132,0.137
Chamaecyparis lawsoniana,3,4.5,0.09,0.087
Chamaecyparis lawsoniana,3,4,0.108,0.114
Chamaecyparis lawsoniana,2,7,0.156,0.164
Chamaecyparis lawsoniana,2,7,0.151,0.136
Chamaecyparis lawsoniana,2,6,0.113,0.111
Chamaecyparis lawsoniana,3,5,0.094,0.085
Quercus robur,2,18,0.272,0.259
Quercus robur,2,18,0.253,0.27
Quercus robur,2,19,0.306,0.314
Quercus robur,2,18,0.24,0.25
Quercus robur,2,18,0.214,0.237
Alnus glutinosa,2,16,0.165,0.19
Quercus robur,2,16,0.24,0.219
Alnus glutinosa,2,16.5,0.2,0.223
Salix spp.,2,10,0.15,0.14
Salix spp.,2,10,0.154,0.146
Alnus glutinosa,2,11,0.157,0.159
Salix spp.,5,11,0.187,0.185
Alnus glutinosa,2,13,0.175,0.168
Salix spp.,2,16,0.161,0.2
Quercus robur,2,19,0.311,0.272
Quercus robur,2,18,0.192,0.19
Quercus robur,2,18,0.315,0.272
Quercus robur,2,17.5,0.202,0.23
Quercus robur,2,17.5,0.211,0.212
Quercus robur,2,17,0.283,0.285
Quercus robur,2,18,0.235,0.225
Quercus robur,2,18,0.336,0.276
Quercus robur,2,19,0.304,0.24
Quercus robur,2,19,0.231,0.226
